cikkszam,korona,Eszköz,Alszám,lelszam,Megnev,dátuma,Beszért,KumÉCS,Kszért,Pénznem,Telephely,Gyártszám,Típusmegn,Mennyiség,mennyitip,Tipus,Hely,Megjegyzés,Mező20,Mező21
124-003619/1,,,1,089041,TRANSCEIV (MODUL),22/01/2008,55668,-55668,0,HUF,2080000000,1/21485/1,,1,DB,INFO,,,,
124-003620,1/21486,3013258,0,033783,SWITCH,21/12/2007,15528,-15528,0,HUF,2080000000,?,3COM 10/100,1,DB,INFO,,,,
124-003620/1,,,1,089042,TRANSCEIVER (MODUL),22/01/2008,55668,-55668,0,HUF,2080000000,1/21486/1,,1,DB,INFO,,,,
124-003711,1/21673,3013334,0,034000,SZÁMÍTÓGÉP (KÉZI - IPAQ),18/01/2008,145960,-145960,0,HUF,2080000000,?,IPAQ  HW6915,1,DB,INFO,ROLI,HIÁNYOS,,
124-003738,1/21793,3013356,0,034102,NYOMTATÓ,26/03/2008,65112,-65112,0,HUF,2080000000,?,HP LASERJET,1,DB,INFO,,,,
124-003739,1/21794,3013357,0,034103,WINCHESTER (HORDOZHATÓ),26/03/2008,71630,-71630,0,HUF,2080000000,?,SAMSUNG,1,DB,INFO,Mérnöki Iroda,,,
124-003858,1/21818,3013413,0,034737,SWITCH,30/04/2008,219480,-219480,0,HUF,2080000000,A1730336BF-0002,ALTUSEN,1,DB,INFO,,,,
,1/30599,1003664,0,1003664-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30600,1003665,0,1003665-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30601,1003666,0,1003666-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30602,1003667,0,1003667-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30603,1003668,0,1003668-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30604,1003669,0,1003669-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30605,1003670,0,1003670-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30606,1003671,0,1003671-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30607,1003672,0,1003672-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30608,1003673,0,1003673-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30609,1003674,0,1003674-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30610,1003675,0,1003675-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30611,1003676,0,1003676-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30612,1003677,0,1003677-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30613,1003678,0,1003678-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30614,1003679,0,1003679-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30615,1003680,0,1003680-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30616,1003681,0,1003681-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30617,1003682,0,1003682-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30618,1003683,0,1003683-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30619,1003684,0,1003684-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30620,1003685,0,1003685-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30621,1003686,0,1003686-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30622,1003687,0,1003687-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30623,1003688,0,1003688-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30624,1003689,0,1003689-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30625,1003690,0,1003690-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30626,1003691,0,1003691-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30627,1003692,0,1003692-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30628,1003693,0,1003693-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30629,1003694,0,1003694-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30630,1003695,0,1003695-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30631,1003696,0,1003696-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30632,1003697,0,1003697-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30633,1003698,0,1003698-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30634,1003699,0,1003699-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30635,1003700,0,1003700-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30636,1003701,0,1003701-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30637,1003702,0,1003702-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30638,1003703,0,1003703-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30639,1003704,0,1003704-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30640,1003705,0,1003705-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30641,1003706,0,1003706-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30642,1003707,0,1003707-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30643,1003708,0,1003708-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30644,1003709,0,1003709-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30645,1003710,0,1003710-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30646,1003711,0,1003711-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30647,1003712,0,1003712-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30648,1003713,0,1003713-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30649,1003714,0,1003714-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30650,1003715,0,1003715-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30651,1003716,0,1003716-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30652,1003717,0,1003717-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30653,1003718,0,1003718-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30654,1003719,0,1003719-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30655,1003720,0,1003720-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30656,1003721,0,1003721-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30657,1003722,0,1003722-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30658,1003723,0,1003723-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30659,1003724,0,1003724-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30660,1003725,0,1003725-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30661,1003726,0,1003726-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30662,1003727,0,1003727-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30663,1003728,0,1003728-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30664,1003729,0,1003729-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30665,1003730,0,1003730-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30666,1003731,0,1003731-0000,Licensz (Office 2016),13/02/2018,56200,-56200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31405,1003912,0,1003912-0000,LabView Professional System,19/11/2018,480020,-85851,394169,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31406,1003913,0,1003913-0000,LabView Datalogging,19/11/2018,268390,-48001,220389,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31407,1003914,0,1003914-0000,Unlimited Simultaneory,19/11/2018,755650,-135147,620503,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31476,1003915,0,1003915-0000,Acrobot Pro DC Licensz,11/12/2018,59710,-59710,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31477,1003916,0,1003916-0000,Acrobot Pro DC Licensz,11/12/2018,59710,-59710,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31478,1003917,0,1003917-0000,Acrobot Pro DC Licensz,11/12/2018,59710,-59710,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31479,1003918,0,1003918-0000,Acrobot Pro DC Licensz,11/12/2018,59710,-59710,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31480,1003919,0,1003919-0000,Acrobot Pro DC Licensz,11/12/2018,59710,-59710,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31481,1003920,0,1003920-0000,Illustrator CC Licensz,11/12/2018,129305,-129305,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31482,1003921,0,1003921-0000,InDesing CC Licensz,11/12/2018,129305,-129305,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31483,1003922,0,1003922-0000,Photoshop CC Licensz,11/12/2018,129305,-129305,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31902,1003958,0,1003958-0000,Licens (WIN 10 PRO),25/04/2019,37429,-37429,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31903,1003959,0,1003959-0000,Licens (WIN 10 PRO),25/04/2019,37429,-37429,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/31904,1003960,0,1003960-0000,Licens (WIN 10 PRO),25/04/2019,37429,-37429,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
5000441,1/30272,3025156,0,5000441-0000,Számítógép (COREI3-4170),04/12/2017,683491,-431915,251576,HUF,2080000000,BAR0008293,COREI3-4170,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000442,1/30234,3025157,0,3025157-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTZN19397,22M47VQ,1,DB,INFO,105,,,
5000442,1/30237,3025158,0,3025158-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTXR1A154,22M47VQ,1,DB,INFO,104,,,
5000442,1/30238,3025159,0,3025159-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTWG1A849,22M47VQ,1,DB,INFO,105,,,
5000442,1/30239,3025160,0,3025160-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTPC1A256,22M47VQ,1,DB,INFO,Szerver,,,
5000442,,3025161,0,3025161-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTNH1B111,22M47VQ,1,DB,INFO,105,,,
5000442,1/30241,3025162,0,3025162-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTMX1B107,22M47VQ,1,DB,INFO,105,,,
5000442,1/30242,3025163,0,3025163-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTJJ1A132,22M47VQ,1,DB,INFO,105,,,
5000442,1/30243,3025164,0,3025164-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTWG87201,22M47VQ,1,DB,INFO,105,,,
5000442,1/30244,3025165,0,3025165-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTFA1B115,22M47VQ,1,DB,INFO,105,,,
5000442,1/30245,3025166,0,3025166-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTEP1B108,22M47VQ,1,DB,INFO,105,,,
5000442,1/30246,3025167,0,3025167-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,709NTBK1A133,22M47VQ,1,DB,INFO,105,,,
5000442,1/30247,3025168,0,3025168-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTZN87189,22M47VQ,1,DB,INFO,105,,,
5000442,1/30248,3025169,0,3025169-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTYT87210,22M47VQ,1,DB,INFO,Szerver,,,
5000442,1/30249,3025170,0,3025170-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTXR87202,22M47VQ,1,DB,INFO,105,,,
5000442,1/30250,3025171,0,3025171-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTXR87106,22M47VQ,1,DB,INFO,105,,,
5000442,1/30251,3025172,0,3025172-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTTQ87097,22M47VQ,1,DB,INFO,Szerver,,,
5000442,1/30252,3025173,0,3025173-0000,Monitor (LG),04/12/2017,35032,-35032,0,HUF,2080000000,708NTTQ0G305,22M47VQ,1,DB,INFO,105,,,
5000442,1/30253,3025174,0,3025174-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTSU87190,22M47VQ,1,DB,INFO,105,,,
5000442,1/30254,3025175,0,3025175-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTRL0G294,22M47VQ,1,DB,INFO,105,,,
5000442,1/30255,3025176,0,3025176-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTQD87212,22M47VQ,1,DB,INFO,105,,,
5000442,1/30256,3025177,0,3025177-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTQD87188,22M47VQ,1,DB,INFO,105,,,
5000442,1/30257,3025178,0,3025178-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTMX87195,22M47VQ,1,DB,INFO,Szerver,,,
5000442,1/30258,3025179,0,3025179-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTMX87123,22M47VQ,1,DB,INFO,105,,,
5000442,1/30259,3025180,0,3025180-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTKF87125,22M47VQ,1,DB,INFO,105,,,
5000442,1/30260,3025181,0,3025181-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTJJ87204,22M47VQ,1,DB,INFO,105,,,
5000442,1/30261,3025182,0,3025182-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTJJOG316,22M47VQ,1,DB,INFO,Szerver,,,
5000442,1/30262,3025183,0,3025183-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTHM87209,22M47VQ,1,DB,INFO,Szerver,,,
5000442,1/30263,3025184,0,3025184-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTHM0G297,22M47VQ,1,DB,INFO,105,,,
5000442,1/30264,3025185,0,3025185-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTFA87203,22M47VQ,1,DB,INFO,b104,,,
5000442,1/30265,3025186,0,3025186-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTEP87124,22M47VQ,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000442,1/30266,3025187,0,3025187-0000,Monitor (LG),04/12/2017,35033,-35033,0,HUF,2080000000,708NTCZ87211,22M47VQ,1,DB,INFO,105,,,
124-003879,1/21934,3013427,0,034828,SZÁMÍTÓGÉP (NOTEBOOK),30/05/2008,199865,-199865,0,HUF,2080000000,?,LENOVO THINK,1,DB,INFO,,,,
124-003879/1,,,1,089706,HORD.TÁSKA,11/06/2008,10230,-10230,0,HUF,2080000000,1/21934/1,,1,DB,INFO,,,,
124-003879/5,,,2,155917,LENOVO DRIVE,15/05/2009,39000,-39000,0,HUF,2080000000,1/21934/5,,1,DB,INFO,,,,
124-003906,1/21957,3013439,0,034901,SZÁMÍTÓGÉP (NOTEBOOK),18/06/2008,195338,-195338,0,HUF,2080000000,?,LENOVO THINK,1,DB,INFO,,,,
124-003906/1,,,1,089911,HORD.TÁSKA,24/06/2008,5116,-5116,0,HUF,2080000000,1/21957/1,,1,DB,INFO,,,,
124-003938,1/21962,3013470,0,034997,SWITCH,24/06/2008,219480,-219480,0,HUF,2080000000,7183-096-BG-001,ALTUSEN PN91,1,DB,INFO,Szerver,,,
124-100218,1/22142,3013515,0,100218,USB DRIVE,02/10/2008,98148,-98148,0,HUF,2080000000,HU10828DYD,STWORKS,1,DB,INFO,Mérnöki Iroda,,,
124-101032,1/22453,3013634,0,101032,SWITCH,17/11/2008,63336,-63336,0,HUF,2080000000,?,3COM 3C16476,1,DB,INFO,,,,
124-101032/1,,,1,091400,TRANSCEIV (KÁRTYA),12/01/2009,48588,-48588,0,HUF,2080000000,1/22453/1,,1,DB,INFO,,,,
124-101263,1/22487,3013671,0,101263,MONITOR 24'',20/12/2008,159999,-159999,0,HUF,2080000000,G286H742638929N,24'' DELL,1,DB,INFO,Szerver,,,
124-101264,1/22488,3013672,0,101264,MONITOR 24'',20/12/2008,160000,-160000,0,HUF,2080000000,CZ0G286H7426381,24'' DELL,1,DB,INFO,titkárság(Niki),,,
124-101265,1/22489,3013673,0,101265,MONITOR 24'',20/12/2008,160000,-160000,0,HUF,2080000000,CZ0G286H7426389,24'' DELL,1,DB,INFO,Jasi iroda,,,
124-101266,1/22490,3013674,0,101266,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3Q800025,SAMSUNG 20'',1,DB,INFO,Bakon,,,
124-101267,1/22491,3013675,0,101267,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3Q800027,SAMSUNG 20'',1,DB,INFO,Holczi iroda,,,
124-101269,1/22493,3013677,0,101269,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500094,SAMSUNG 20'',1,DB,INFO,TO,,,
124-101270,1/22494,3013678,0,101270,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500019,SAMSUNG 20'',1,DB,INFO,titkárság(Reni),,,
124-101271,1/22495,3013679,0,101271,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500074,SAMSUNG 20'',1,DB,INFO,ESN,,,
124-101272,1/22496,3013680,0,101272,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3QA00098,SAMSUNG 20'',1,DB,INFO,Soós 101,,,
124-101273,1/22497,3013681,0,101273,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3QA00027,SAMSUNG 20'',1,DB,INFO,titkárság (Viki),,,
124-101274,1/22498,3013682,0,101274,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500098,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101275,1/22499,3013683,0,101275,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3QA00094,SAMSUNG 20'',1,DB,INFO,,,,
124-101276,1/22500,3013684,0,101276,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3QA00013,SAMSUNG 20'',1,DB,INFO,Holczi iroda,,,
124-101277,1/22501,3013685,0,101277,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS3QA00097,SAMSUNG 20'',1,DB,INFO,titkárság (Viki),,,
124-101278,1/22502,3013686,0,101278,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500029,SAMSUNG 20'',1,DB,INFO,Bálint,,,
124-101279,1/22503,3013687,0,101279,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500105,SAMSUNG 20'',1,DB,INFO,Holczi iroda,,,
124-101280,1/22504,3013688,0,101280,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500087,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101281,1/22505,3013689,0,101281,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500120,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101282,1/22506,3013690,0,101282,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500128,SAMSUNG 20'',1,DB,INFO,Jasi iroda,,,
124-101285,1/22509,3013692,0,101285,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,L120HS2Q500102,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101286,1/22510,3013693,0,101286,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00001,SAMSUNG 20'',1,DB,INFO,Soós 101,,,
124-101289,1/22513,3013696,0,101289,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500115,SAMSUNG 20'',1,DB,INFO,Skrop iroda,,,
124-101290,1/22514,3013697,0,101290,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500104,SAMSUNG 20'',1,DB,INFO,Jasi iroda,,,
124-101291,1/22515,3013698,0,101291,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500111,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101292,1/22516,3013699,0,101292,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00028,SAMSUNG 20'',1,DB,INFO,,,,
124-101293,1/22517,3013700,0,101293,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00005,SAMSUNG 20'',1,DB,INFO,Szerver,De ez nem az dell,,
124-101294,1/22518,3013701,0,101294,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500117,SAMSUNG 20'',1,DB,INFO,Bakon,,,
124-101295,1/22519,3013702,0,101295,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00021,SAMSUNG 20'',1,DB,INFO,Soós 102,,,
124-101296,1/22520,3013703,0,101296,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00026,SAMSUNG 20'',1,DB,INFO,ESN,,,
124-101297,1/22521,3013704,0,101297,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500083,SAMSUNG 20'',1,DB,INFO,Soós 102,,,
124-101298,1/22522,3013705,0,101298,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00099,SAMSUNG 20'',1,DB,INFO,Soós 101,,,
124-101299,1/22523,3013706,0,101299,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500112,SAMSUNG 20'',1,DB,INFO,Szerver,,,
124-101300,1/22524,3013707,0,101300,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q500141,SAMSUNG 20'',1,DB,INFO,Bakon,,,
124-101302,1/22526,3013709,0,101302,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS3QA00028,SAMSUNG 20'',1,DB,INFO,,,,
124-101303,1/22527,3013710,0,101303,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q600013,SAMSUNG 20'',1,DB,INFO,roli,,,
124-101304,1/22528,3013711,0,101304,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q600016,SAMSUNG 20'',1,DB,INFO,Koli Anikó,,,
124-101305,1/22529,3013712,0,101305,MONITOR 20'',20/12/2008,105000,-105000,0,HUF,2080000000,LI20HS2Q600019,SAMSUNG 20'',1,DB,INFO,Titkárság (Reni),,,
124-101342,1/22533,3013715,0,101342,PROJEKTOR,20/12/2008,180000,-180000,0,HUF,2080000000,688517743,SANYO PLC-XU,1,DB,INFO,Szerver,,,
124-101343,1/22535,3013716,0,101343,PROJEKTOR,20/12/2008,180000,-180000,0,HUF,2080000000,68851750/,SANYO PLC-XU,1,DB,INFO,,,,
124-151692,1/22635,3013810,0,101059,CISCO CATALYST 2960 10/100,30/01/2009,213024,-213024,0,HUF,2080000000,?,CISCO CATALY,1,DB,INFO,Szerver,,,
